synthetic_shipment_id,order_id,warehouse_id,carrier,ship_date,delivery_date,shipping_cost
,a6cd683d4bd3b9b1f0aa37b27f8116d3,4,Loggi,2017-01-29 21:45:59,2017-02-01 05:41:45,20.54
,bfe42c22ecbf90bc9f35cf591270b6a7,1,Stark Logistics,2018-01-29 08:18:11,2018-02-03 22:33:00,10.20
,e1da8361c76cab67aa3588a1fbf1af54,4,Loggi,2017-07-02 12:08:46,2017-07-09 00:59:15,44.25
,af5b0604e113e1526593d505a26ef39d,1,RapidAir,2017-09-28 18:16:48,2017-10-05 09:03:50,25.71
,9d531c565e28c3e0d756192f84d8731f,1,RapidAir,2017-11-30 10:28:13,2017-12-05 20:06:38,12.43
,4da3bd761ca73d692ae0f5c252495546,3,RapidAir,2018-02-01 14:09:28,2018-02-05 21:06:51,45.32
,80d817467dc3d0a4bb5ab8986c962b1f,4,Stark Logistics,2018-08-23 10:29:46,2018-08-24 03:56:17,16.52
,c75acba615d2db29345327974641467d,5,Stark Logistics,2018-07-09 00:54:45,2018-07-14 21:22:51,8.21
,210e60465099814a1d2c7635e4065153,1,Dragonfly Express,2018-05-10 02:25:53,2018-05-16 08:35:59,17.91
,8fc207e94fa91a7649c5a5dab690272a,1,Loggi,2017-11-28 14:05:56,2017-12-02 15:11:18,19.03
,4b3a605942f29d490cb74bd6ace6b9f0,5,Dragonfly Express,2017-09-29 21:45:00,2017-10-06 05:07:37,20.63
,1c35ac660d7ef6691b25d20df3d6eccb,1,Dragonfly Express,2017-06-28 17:45:49,2017-06-28 18:33:18,24.31
,01a75ac3dd000b7628a684be97c29234,4,Correios,2018-01-25 21:53:22,2018-01-31 23:52:31,42.11
,0c6b011f8a4f87010c23995f5807d152,5,Stark Logistics,2018-08-20 22:14:53,2018-08-21 23:45:01,33.25
,ee0c5c649e17808bc4a363d3a80ebf85,5,Loggi,2018-01-30 15:23:58,2018-02-01 02:35:16,21.03
,f2fa3795760c35b8c05fa8e2f09d5143,5,Correios,2018-04-02 05:02:49,2018-04-05 19:34:14,29.50
,3923e3ade70348985bd2ca389905cf19,4,RapidAir,2018-03-09 17:22:13,2018-03-14 13:09:16,26.35
,e37797aedc7cd4ef82278fbc169eecaf,4,Dragonfly Express,2018-05-10 13:44:10,2018-05-16 19:05:59,49.80
,35660aec0cc42b6257e24281ee0e6255,4,Loggi,2017-03-31 12:49:31,2017-04-04 16:44:05,31.61
,b01875821b8dcb6abc61776f0f971bce,5,Loggi,2017-11-26 17:31:21,2017-12-03 03:59:48,24.47
,5164933efe0cd14f31424b9badf81f19,2,Dragonfly Express,2018-04-26 21:04:28,2018-04-27 17:57:55,20.20
,06a6627d9cc91a04e9d146bf65fee0a2,4,Dragonfly Express,2017-07-18 03:09:37,2017-07-21 04:10:06,19.48
,15bed8e2fec7fdbadb186b57c46c92f2,1,RapidAir,2017-09-05 03:46:30,2017-09-06 15:14:15,12.57
,5447160f15621601fa9ba2b94f4906b3,1,Loggi,2017-11-23 10:55:23,2017-11-23 22:46:05,35.70
,01855f880aae9a984c7c33b26fcf2e02,1,Correios,2017-10-22 08:07:48,2017-10-27 07:48:07,49.53
,65312c6e4ce03c0fb633a4ac541949d8,5,Stark Logistics,2018-07-24 09:33:35,2018-07-29 02:11:32,22.20
,741fd1b80f015f170a7f458cf86769b8,3,Dragonfly Express,2017-12-02 16:05:51,2017-12-07 11:07:09,31.00
,b16cec67cb3f5a4bb31abe8988b43d19,1,Loggi,2018-03-27 17:46:38,2018-03-31 13:17:58,31.39
,e6190dea235662449d160357e46eaec8,4,Correios,2018-01-10 21:10:58,2018-01-17 13:20:40,29.58
,8eeda294fab8a5ed70259afb59a10ff8,2,Loggi,2018-02-07 19:06:30,2018-02-09 18:11:15,15.75
,89165e6d4c28047da0adf13ac8b3e1b3,2,RapidAir,2018-07-21 01:41:30,2018-07-24 10:23:47,17.18
,f376081d7c5f1767fbc7fae2d19ca32e,1,Stark Logistics,2017-03-31 07:39:54,2017-04-05 11:50:49,39.09
,4b87488fb6269f8321508923b95da4d6,4,Stark Logistics,2018-06-10 15:04:16,2018-06-15 13:16:52,33.54
,e9ce52cd563d0124dced659e69eab10a,3,RapidAir,2017-07-13 02:17:43,2017-07-14 13:00:53,34.21
,9344ccd01ff5fa7ec2aef0ee7e1c49c3,4,RapidAir,2018-05-18 03:36:02,2018-05-24 03:24:17,7.57
,f4471dae8c482f51aa1826cd9f5d4433,1,Loggi,2018-07-08 16:28:31,2018-07-08 16:35:11,26.63
,aeb4c9d05ab11d7c6c9ca24f8c43bd70,5,Loggi,2017-09-22 04:24:40,2017-09-26 22:32:36,38.38
,33a3edb84b9df4cb49546859b990ac6d,2,RapidAir,2018-02-24 14:54:49,2018-03-01 06:16:54,21.81
,9885fff91f7c807525f8320e5292a3db,5,Dragonfly Express,2018-01-13 10:29:38,2018-01-14 09:33:58,35.08
,e7a65190baa4e6fd192246157c0b81fb,1,Loggi,2017-04-28 07:11:30,2017-04-30 18:51:54,18.81
,62a12e4d2a742b2491d7c00d2d79bf52,4,Loggi,2017-11-30 06:47:26,2017-12-06 00:34:38,27.90
,90349f264a3d6a2525a34598d09dda6b,4,RapidAir,2018-05-13 22:43:56,2018-05-17 04:37:18,27.44
,95cf9f239f724799131f7ca949209bd9,4,Dragonfly Express,2018-05-26 12:18:34,2018-05-26 16:25:37,22.87
,04a59fe46fc5aa341da5378c195ed53c,3,Dragonfly Express,2017-11-26 21:25:11,2017-12-01 14:19:09,33.12
,86b37610c0e86e94afe3d5ba4b73fa14,3,Correios,2017-11-19 00:46:14,2017-11-22 02:26:47,43.29
,5c2d1d55c31db1cbe069dc9b6454b897,4,Loggi,2018-07-25 18:42:01,2018-07-26 06:18:22,14.24
,1d067305b599c1e0dceb3864056ea527,2,RapidAir,2018-02-15 10:11:06,2018-02-22 03:53:41,25.08
,abc5ec9ecaec740b498a37f19c29a8c0,1,Dragonfly Express,2017-05-02 11:25:08,2017-05-09 08:39:43,47.17
,6942b8da583c2f9957e990d028607019,4,Stark Logistics,2018-01-12 21:54:51,2018-01-16 01:14:47,38.29
,c3cb4c7c4b963ab08b07a5dca5baf05d,2,Stark Logistics,2017-05-16 15:23:13,2017-05-21 21:51:59,41.58
,af66c46c49bdb3bf2f862efb1eb67d81,1,Correios,2017-07-24 07:56:47,2017-07-24 20:45:49,48.49
,14e6e050a57912543937e93051cc7b2c,4,Loggi,2018-06-25 16:32:23,2018-06-26 12:56:43,13.00
,cefa8ee1540139ac77fa0c1b4ff1f04b,3,Dragonfly Express,2018-07-04 21:03:55,2018-07-11 10:56:55,34.49
,265f4e28ef8cf69f8445e2951bbe7343,2,Dragonfly Express,2017-03-07 00:57:39,2017-03-10 10:40:44,46.33
,34276839abbc2d596eb36540d36c624c,2,RapidAir,2017-10-06 05:54:06,2017-10-12 12:45:37,20.95
,556bbf53c2c22fbb9ef31a414dd444a6,3,Correios,2017-12-23 03:30:44,2017-12-23 19:14:19,29.19
,36530871a5e80138db53bcfd8a104d90,4,RapidAir,2017-05-09 16:09:39,2017-05-14 15:29:08,29.23
,b2bd1f09c1b8a4a36940f6f6e49d5dec,1,RapidAir,2018-02-02 18:43:23,2018-02-04 14:13:14,45.23
,e69e2290db6b2d3b7593a40112e1a82a,5,Loggi,2018-06-04 03:27:33,2018-06-08 20:22:56,18.32
,c8627adf430caff83161acbeb344d8f5,2,Dragonfly Express,2018-08-10 03:43:07,2018-08-15 01:14:57,14.43
,1370fae9b19ee5e01a2d609eb18b7c8a,4,Stark Logistics,2017-11-15 23:49:22,2017-11-21 17:16:38,19.27
,a7cd6af6e0519313887b3c3a120f20ca,3,Stark Logistics,2018-04-26 16:21:54,2018-04-27 01:40:33,22.37
,663830a477534735bbdec9de01113fa2,3,RapidAir,2018-07-15 23:41:51,2018-07-17 04:30:18,23.41
,b2f3763408103bc7173bb36ed02dbeea,4,Loggi,2018-05-31 11:36:18,2018-06-06 18:24:54,46.67
,0dad6beca7ed0e352668498c29089900,2,Correios,2017-12-04 13:44:41,2017-12-04 20:01:17,48.72
,93ec3e2c9a4beee38c28973d307093e1,3,Stark Logistics,2018-03-31 05:09:14,2018-04-06 00:14:16,6.45
,5561adcb0fd46da4cad3048fa4e7fc00,5,Correios,2018-06-27 09:36:20,2018-06-28 09:53:22,10.90
,6245ae0abd9de1ae647b5da78c0ea69b,4,Dragonfly Express,2017-09-11 07:56:26,2017-09-15 23:08:02,37.67
,ce9feeba53c652dd6569cca62e2bb287,3,Loggi,2018-04-17 08:29:31,2018-04-19 17:55:34,8.21
,565923f847aad52e7638eb189cce3b51,5,Correios,2018-01-14 03:59:14,2018-01-17 05:59:48,41.87
,36ebb4199031e72a1fa964549b88c377,1,RapidAir,2018-04-04 20:32:34,2018-04-10 14:36:27,25.50
,232b75e8b6faa6ca2063184414e634a7,5,Stark Logistics,2017-09-26 21:00:28,2017-09-29 20:25:20,6.64
,ee990334acb0ff9333b01afa465f3006,2,Dragonfly Express,2018-02-28 20:37:16,2018-03-07 08:17:38,37.45
,780fe22baa36991bdbb1559f5b549596,4,Dragonfly Express,2017-04-25 09:29:45,2017-05-02 00:25:37,9.50
,58ac1947c1a9067b9f416cba6d844a3f,1,Loggi,2017-09-15 10:57:37,2017-09-21 01:54:34,14.50
,ba4ddff2b9082f079de9a84d7a5605fd,4,Stark Logistics,2018-01-19 06:00:29,2018-01-19 19:32:16,44.75
,75351e48296ef42211a0b80c427aae57,2,Stark Logistics,2017-03-14 18:01:09,2017-03-17 22:03:07,8.04
,64a2b20e6611bf80d933549f4c45ad84,4,Dragonfly Express,2017-12-21 21:59:00,2017-12-25 12:58:17,10.81
,775130c792f4c6460c63162e994a1114,5,Dragonfly Express,2017-12-04 21:49:52,2017-12-05 04:41:56,19.59
,b0928556a10706af462ca2ab2c91903b,1,Stark Logistics,2018-08-04 15:13:43,2018-08-11 04:23:02,9.36
,5487a8ac1699754d975f853ce8bb9321,1,Correios,2018-03-30 21:13:28,2018-04-04 18:53:47,14.45
,00571ded73b3c061925584feab0db425,3,Dragonfly Express,2017-05-19 07:19:55,2017-05-20 17:19:21,40.32
,74ebfa44a323c96a7760bd693d690a3d,2,Dragonfly Express,2017-06-17 06:45:45,2017-06-21 05:40:57,33.34
,37104fd8b73d0691fda9491fe8906808,2,Correios,2017-07-06 17:43:45,2017-07-13 11:06:53,25.23
,b6b3633f97c686d8e188ac6fa29ff20d,3,Correios,2018-07-30 06:09:31,2018-08-02 03:42:06,13.04
,37e32b54f25d2472acbc642f7e539a36,5,Stark Logistics,2017-07-11 01:00:58,2017-07-14 23:14:20,19.81
,43d88b0e949865904334dd5b3ca63f50,1,RapidAir,2018-03-18 09:01:44,2018-03-25 08:21:58,31.50
,5e99f3c445038a0709b2aea8e34ed593,3,Correios,2017-06-28 06:08:07,2017-07-01 04:51:47,46.24
,f61b61c2cbb4192ccaf9c2c76a4cc971,3,RapidAir,2018-03-02 05:10:59,2018-03-07 18:27:39,36.71
,6d7de866a140b19d09e825b2a4e944c7,4,Stark Logistics,2018-04-18 14:57:07,2018-04-20 02:18:14,21.68
,3f849648ffbabb0562c7668f212e3e88,1,Correios,2018-05-18 06:55:50,2018-05-19 00:14:18,33.80
,7c18eddfcd24680d80a502346221614e,5,RapidAir,2018-07-15 01:04:14,2018-07-21 23:27:27,44.44
,6fa204b6cf6dcfe6c9adca7dc53aa32a,4,Loggi,2017-08-03 18:36:37,2017-08-03 21:22:44,46.20
,58d4c4747ee059eeeb865b349b41f53a,1,Stark Logistics,2018-07-22 16:53:40,2018-07-23 03:43:32,41.69
,a840a7a89e3d9137358eb7b9408681fe,4,Dragonfly Express,2017-03-12 07:11:10,2017-03-12 22:15:30,12.93
,40001f4b6e1a35f0b99fc4f44078ab27,5,Loggi,2017-12-12 11:11:34,2017-12-15 18:12:15,24.14
,287c56aa824d8d1ea40246ad12013f62,5,RapidAir,2018-08-03 00:47:21,2018-08-04 03:11:27,21.06
,694630e7a7713c116a9b7f0ba3377382,5,Loggi,2018-04-11 17:38:27,2018-04-13 21:47:22,12.01
,f26f92a3da58e9c771820a7b4d9a6800,3,Stark Logistics,2018-02-11 02:44:57,2018-02-13 16:39:40,31.69
,d1f54c6a2a7015c5687439d6d4e971ba,2,Loggi,2017-04-29 20:17:23,2017-05-04 23:16:11,37.72
,37d6c8f1b209eab8d1b6522a1a3e4d88,5,Stark Logistics,2017-12-09 05:28:47,2017-12-11 16:29:20,12.69
,f9f76d0f8ab416a42a2a3dad0d710162,2,Correios,2017-12-01 15:35:00,2017-12-02 20:17:04,9.22
,a03ad7057fae696dd18f8967826c209f,1,Loggi,2017-06-06 23:54:25,2017-06-13 02:22:39,8.10
,c93e4c73cba512f76817291e0de8bec4,4,Dragonfly Express,2017-09-15 08:46:26,2017-09-18 22:44:14,10.58
,412fccb2b44a99b36714bca3fef8ad7b,5,Stark Logistics,2018-07-24 02:22:37,2018-07-31 02:00:17,36.67
,67b47f35ec923e39f1203f3cfa80f5e3,3,RapidAir,2018-06-04 18:50:15,2018-06-09 20:23:47,10.59
,b616f638cd86d92c7cbd06cf7484ee34,2,RapidAir,2018-05-25 04:42:01,2018-05-27 10:43:47,9.84
,258f2e5dd769d9314b349f5650005dcc,3,Stark Logistics,2018-02-05 14:37:01,2018-02-06 14:57:24,9.96
,f90202d14e468090464aeb4b1f0372ab,4,Stark Logistics,2018-05-19 00:36:33,2018-05-21 02:39:17,37.23
,615ae1b88a25a4ac47fbf55c9c847b6e,5,Dragonfly Express,2018-08-13 09:09:49,2018-08-13 09:21:21,22.36
,52f166ce5fa053bbb27d317e4fd231b7,5,Dragonfly Express,2018-04-18 20:42:55,2018-04-25 20:37:40,17.33
,22d17396ac4c177e0ea83929cd4f845d,1,Stark Logistics,2017-09-29 08:41:11,2017-10-05 12:37:41,40.77
,9ceb8ab5165cefecdddb546cb5a6362b,1,Correios,2018-02-08 15:40:38,2018-02-13 23:36:00,5.48
,95a74a28d622001aafb5dd088ea0d88c,5,Correios,2017-11-19 05:58:26,2017-11-22 12:16:00,9.00
,d493148aa5f8d08914d29ec0524e1196,4,Stark Logistics,2018-02-02 12:05:03,2018-02-02 13:31:56,14.03
,a0d5b8474423ddf55228373b81a46272,1,RapidAir,2018-01-12 04:39:30,2018-01-15 15:00:21,24.14
,cbec453ddd874ca620b8afc6393e3218,5,Dragonfly Express,2017-06-05 04:07:58,2017-06-07 19:05:10,48.29
,61988b318aaf57d18336c629bc42cf1b,4,Correios,2018-03-30 04:38:41,2018-04-01 03:40:11,31.07
,b88d7ae9bd78eac18e8b6ceb04695fb8,1,RapidAir,2017-07-19 11:21:01,2017-07-20 05:33:45,31.64
