geolocation_key,zip_code_prefix,latitude,longitude,city,state
409,04675,-23.675505,-46.695595,sao paulo,SP
410,04521,-23.597931,-46.665198,sao paulo,SP
411,04533,-23.582118,-46.671987,sao paulo,SP
412,03923,-23.594750,-46.507684,sao paulo,SP
413,02430,-23.478605,-46.650850,sao paulo,SP
414,01307,-23.553756,-46.653169,sao paulo,SP
415,03610,-23.518921,-46.539271,sao paulo,SP
416,04105,-23.577228,-46.636062,sao paulo,SP
417,03669,-23.532992,-46.491824,sao paulo,SP
418,02877,-23.452411,-46.680187,sao paulo,SP
419,02241,-23.492301,-46.604933,sao paulo,SP
420,04253,-23.621163,-46.596092,sao paulo,SP
421,01240,-23.542991,-46.661224,são paulo,SP
422,02971,-23.488939,-46.709225,sao paulo,SP
423,03156,-23.581018,-46.567469,são paulo,SP
424,04476,-23.705419,-46.624749,são paulo,SP
426,01207,-23.539405,-46.638459,sao paulo,SP
427,04361,-23.642969,-46.664059,sao paulo,SP
428,02118,-23.515263,-46.592557,sao paulo,SP
429,04013,-23.580657,-46.641539,sao paulo,SP
430,02466,-23.498033,-46.640993,sao paulo,SP
431,04182,-23.641891,-46.600727,sao paulo,SP
432,04330,-23.657936,-46.647370,são paulo,SP
433,01306,-23.554052,-46.648739,são paulo,SP
434,03332,-23.551519,-46.576799,sao paulo,SP
435,04117,-23.590103,-46.630764,sao paulo,SP
436,04267,-23.600936,-46.610644,são paulo,SP
437,04547,-23.601778,-46.675172,são paulo,SP
439,04722,-23.641378,-46.703865,são paulo,SP
440,03637,-23.523783,-46.544541,sao paulo,SP
441,04119,-23.604147,-46.635041,sao paulo,SP
442,04128,-23.602854,-46.635651,são paulo,SP
443,03420,-23.553383,-46.547192,sao paulo,SP
444,03107,-23.565384,-46.606186,sao paulo,SP
445,04439,-23.678865,-46.667980,sao paulo,SP
446,03694,-23.537027,-46.476967,sao paulo,SP
447,03203,-23.599012,-46.568452,sao paulo,SP
448,04609,-23.628726,-46.678224,são paulo,SP
449,04338,-23.670579,-46.646456,são paulo,SP
450,04902,-23.669304,-46.733824,sao paulo,SP
451,03309,-23.552385,-46.567783,sao paulo,SP
452,01404,-23.566872,-46.654229,são paulo,SP
453,02276,-23.463375,-46.583725,sao paulo,SP
454,03050,-23.541837,-46.612539,sao paulo,SP
455,04534,-23.585495,-46.678079,são paulo,SP
456,02209,-23.482706,-46.587888,sao paulo,SP
457,03080,-23.534588,-46.577932,sao paulo,SP
458,02402,-23.486956,-46.626075,sao paulo,SP
459,04635,-23.639881,-46.672086,sao paulo,SP
460,03367,-23.570824,-46.534669,são paulo,SP
461,01034,-23.543343,-46.637777,sao paulo,SP
462,04409,-23.675816,-46.655124,sao paulo,SP
463,04705,-23.621183,-46.695429,são paulo,SP
464,03582,-23.555457,-46.497079,sao paulo,SP
465,02202,-23.494828,-46.593584,são paulo,SP
466,03524,-23.546356,-46.516635,sao paulo,SP
467,04114,-23.586349,-46.622862,são paulo,SP
468,04001,-23.568627,-46.649151,sao paulo,SP
469,04811,-23.712360,-46.691061,sao paulo,SP
470,04417,-23.679104,-46.632561,sao paulo,SP
471,02036,-23.501097,-46.618924,sao paulo,SP
472,02435,-23.482616,-46.642865,sao paulo,SP
473,01259,-23.540108,-46.688741,sao paulo,SP
474,02471,-23.481655,-46.653450,são paulo,SP
475,01330,-23.556984,-46.649793,sao paulo,SP
476,03342,-23.562437,-46.561352,são paulo,SP
477,02442,-23.471703,-46.644710,sao paulo,SP
478,04815,-23.705913,-46.692301,sao paulo,SP
479,02805,-23.478107,-46.698492,sao paulo,SP
480,04313,-23.634739,-46.636744,sao paulo,SP
481,04765,-23.674350,-46.710342,sao paulo,SP
482,04458,-23.690885,-46.674426,sao paulo,SP
483,04002,-23.570968,-46.649215,sao paulo,SP
484,02405,-23.485284,-46.633340,são paulo,SP
485,01316,-23.551305,-46.638112,são paulo,SP
486,03478,-23.571570,-46.514225,sao paulo,SP
487,02992,-23.447951,-46.732523,sao paulo,SP
488,03945,-23.593658,-46.491635,sao paulo,SP
489,02674,-23.460784,-46.667365,sao paulo,SP
491,03119,-23.559024,-46.599068,são paulo,SP
492,03052,-23.541353,-46.609555,sao paulo,SP
493,04038,-23.596466,-46.649631,sao paulo,SP
494,03195,-23.574214,-46.579464,sao paulo,SP
495,03648,-23.527491,-46.526766,sao paulo,SP
496,01543,-23.575648,-46.616957,sao paulo,SP
497,04110,-23.584444,-46.630344,sao paulo,SP
498,02918,-23.497268,-46.715063,sao paulo,SP
499,02116,-23.525239,-46.589437,são paulo,SP
500,04890,-23.831294,-46.711625,são paulo,SP
501,04131,-23.606694,-46.616988,sao paulo,SP
503,04854,-23.773481,-46.687555,sao paulo,SP
504,03985,-23.608216,-46.517268,sao paulo,SP
505,02078,-23.500864,-46.593470,sao paulo,SP
506,03726,-23.500700,-46.516416,sao paulo,SP
507,02377,-23.456237,-46.631390,sao paulo,SP
508,04086,-23.615736,-46.663750,sao paulo,SP
509,03570,-23.568513,-46.488110,são paulo,SP
510,03305,-23.544345,-46.576522,sao paulo,SP
512,03977,-23.617369,-46.492733,sao paulo,SP
513,02376,-23.457913,-46.627459,sao paulo,SP
514,03210,-23.596346,-46.558625,são paulo,SP
515,04930,-23.677959,-46.752495,são paulo,SP
516,04346,-23.645311,-46.658893,sao paulo,SP
517,02315,-23.463362,-46.596472,sao paulo,SP
518,01250,-23.547755,-46.672018,sao paulo,SP
519,03376,-23.577202,-46.544716,sao paulo,SP
520,03554,-23.535552,-46.507588,sao paulo,SP
521,01434,-23.578851,-46.668460,sao paulo,SP
522,04140,-23.607899,-46.631116,sao paulo,SP
523,02410,-23.476674,-46.621624,sao paulo,SP
524,01104,-23.535081,-46.629226,sao paulo,SP
525,04849,-23.739764,-46.671394,sao paulo,SP
526,01534,-23.568696,-46.626759,sao paulo,SP
527,03756,-23.507841,-46.502783,sao paulo,SP
528,04474,-23.701845,-46.643522,sao paulo,SP
530,01230,-23.539663,-46.658182,são paulo,SP
531,03383,-23.582190,-46.530456,sao paulo,SP
532,02013,-23.502666,-46.626944,sao paulo,SP
533,01226,-23.538743,-46.651842,são paulo,SP
535,04735,-23.648231,-46.701308,sao paulo,SP
536,01208,-23.539517,-46.637945,sao paulo,SP
537,02961,-23.495044,-46.699186,sao paulo,SP
538,02976,-23.473928,-46.715564,sao paulo,SP
539,04535,-23.589867,-46.676154,sao paulo,SP
540,04067,-23.612055,-46.648932,sao paulo,SP
541,02215,-23.490082,-46.584662,sao paulo,SP
542,01223,-23.543857,-46.645173,sao paulo,SP
543,03532,-23.540003,-46.518693,sao paulo,SP
544,04840,-23.756913,-46.682766,sao paulo,SP
545,01405,-23.561742,-46.652022,sao paulo,SP
546,04078,-23.606335,-46.658083,sao paulo,SP
547,03386,-23.494419,-46.704785,são paulo,SP
548,02729,-23.502781,-46.691158,sao paulo,SP
549,01544,-23.576664,-46.621202,sao paulo,SP
550,04940,-23.687303,-46.767221,são paulo,SP
551,02985,-23.444441,-46.719653,sao paulo,SP
552,01419,-23.560108,-46.660008,sao paulo,SP
553,01309,-23.554610,-46.657102,são paulo,SP
554,03972,-23.613935,-46.483273,sao paulo,SP
555,03503,-23.536030,-46.541426,sao paulo,SP
556,04369,-23.657149,-46.662056,sao paulo,SP
557,04060,-23.605786,-46.651004,sao paulo,SP
558,03874,-23.514075,-46.497455,sao paulo,SP
559,04055,-23.618166,-46.642078,sao paulo,SP
560,04342,-23.639273,-46.659684,sao paulo,SP
561,04167,-23.635229,-46.619540,sao paulo,SP
562,04311,-23.631483,-46.637940,sao paulo,SP
563,03679,-23.519787,-46.488836,sao paulo,SP
564,02363,-23.430668,-46.573649,sao paulo,SP
566,04293,-23.619392,-46.610296,sao paulo,SP
567,02020,-23.498001,-46.632083,sao paulo,SP
568,03177,-23.549622,-46.586181,são paulo,SP
569,03370,-23.568220,-46.557733,sao paulo,SP
570,04127,-23.607423,-46.628111,são paulo,SP
571,02873,-23.459785,-46.680161,sao paulo,SP
572,03687,-23.526610,-46.484821,sao paulo,SP
574,03737,-23.511635,-46.513846,sao paulo,SP
575,04622,-23.629926,-46.678751,sao paulo,SP
576,04816,-23.707541,-46.688446,sao paulo,SP
577,03806,-23.494488,-46.479354,são paulo,SP
578,04205,-23.594168,-46.604701,sao paulo,SP
579,03408,-23.543682,-46.552707,sao paulo,SP
580,01224,-23.541555,-46.653970,sao paulo,SP
581,03575,-23.556702,-46.508474,sao paulo,SP
582,01004,-23.549535,-46.634307,sao paulo,SP
583,03552,-23.531683,-46.502110,sao paulo,SP
584,03126,-23.577478,-46.593189,sao paulo,SP
586,03362,-23.565612,-46.542028,são paulo,SP
587,04814,-23.724895,-46.681842,são paulo,SP
588,04803,-23.717374,-46.709748,são paulo,SP
590,04621,-23.623332,-46.684544,sao paulo,SP
591,03611,-23.519452,-46.537964,sao paulo,SP
593,03249,-23.599741,-46.532391,sao paulo,SP
594,03254,-23.613274,-46.533153,sao paulo,SP
595,03061,-23.537093,-46.583393,sao paulo,SP
596,01141,-23.522095,-46.667474,sao paulo,SP
597,02940,-23.481289,-46.721077,sao paulo,SP
598,03072,-23.535829,-46.561673,sao paulo,SP
599,02135,-23.499189,-46.590256,sao paulo,SP
600,02726,-23.502934,-46.685761,sao paulo,SP
601,04166,-23.643855,-46.605486,sao paulo,SP
602,02764,-23.479164,-46.680856,sao paulo,SP
603,02616,-23.539795,-46.652851,sao paulo,SP
604,03388,-23.587702,-46.529673,sao paulo,SP
605,03361,-23.576377,-46.527629,sao paulo,SP
606,01453,-23.584150,-46.686756,sao paulo,SP
607,04432,-23.685123,-46.662022,sao paulo,SP
608,02450,-23.498166,-46.637558,sao paulo,SP
609,03363,-23.561091,-46.538880,sao paulo,SP
610,02256,-23.472769,-46.589344,sao paulo,SP
611,04180,-23.633046,-46.601070,sao paulo,SP
612,02081,-23.495204,-46.602155,sao paulo,SP
613,04337,-23.665228,-46.646872,sao paulo,SP
614,01249,-23.550655,-46.671651,sao paulo,SP
615,04658,-23.671231,-46.665455,são paulo,SP
616,04402,-23.666582,-46.662100,sao paulo,SP
617,02912,-23.506107,-46.707247,sao paulo,SP
618,01423,-23.569900,-46.657783,sao paulo,SP
619,03268,-23.600181,-46.523164,sao paulo,SP
620,01155,-23.530511,-46.662053,sao paulo,SP
621,02809,-23.472136,-46.704462,sao paulo,SP
622,04134,-23.607547,-46.620991,são paulo,SP
623,04107,-23.581901,-46.631310,sao paulo,SP
624,03884,-23.511654,-46.479872,sao paulo,SP
625,03114,-23.573144,-46.587680,sao paulo,SP
626,02357,-23.450617,-46.611995,sao paulo,SP
627,04807,-23.712417,-46.700247,são paulo,SP
628,04112,-23.585367,-46.627762,sao paulo,SP
629,03257,-23.612189,-46.526335,sao paulo,SP
630,02060,-23.519412,-46.605472,são paulo,SP
631,02470,-23.485546,-46.651242,sao paulo,SP
633,01457,-23.575492,-46.695518,sao paulo,SP
634,03351,-23.573568,-46.563977,são paulo,SP
636,03952,-23.591325,-46.479031,sao paulo,SP
637,04576,-23.611658,-46.693624,sao paulo,SP
638,04664,-23.656711,-46.682620,sao paulo,SP
640,04348,-23.644290,-46.651675,sao paulo,SP
641,03476,-23.569866,-46.510372,sao paulo,SP
642,03213,-23.603629,-46.560935,sao paulo,SP
644,04909,-23.685030,-46.744735,sao paulo,SP
645,04691,-23.676283,-46.690958,sao paulo,SP
646,04892,-23.848274,-46.714955,sao paulo,SP
647,03661,-23.524401,-46.504777,sao paulo,SP
648,04087,-23.605528,-46.656472,sao paulo,SP
649,03944,-23.603500,-46.493450,sao paulo,SP
650,01422,-23.559784,-46.666079,sao paulo,SP
651,04270,-23.589482,-46.614220,sao paulo,SP
652,04161,-23.630441,-46.615642,sao paulo,SP
653,02475,-23.485133,-46.651281,sao paulo,SP
654,01139,-23.522467,-46.660667,são paulo,SP
656,01415,-23.552118,-46.656847,sao paulo,SP
657,04273,-23.603341,-46.614711,são paulo,SP
658,04546,-23.598341,-46.675298,sao paulo,SP
659,01120,-23.530309,-46.639470,sao paulo,SP
660,03284,-23.589014,-46.536070,sao paulo,SP
662,02225,-23.481825,-46.575819,sao paulo,SP
663,04580,-23.617403,-46.687877,sao paulo,SP
664,02203,-23.491930,-46.590417,são paulo,SP
665,04530,-23.579309,-46.674243,sao paulo,SP
666,02712,-23.506181,-46.682724,sao paulo,SP
667,02881,-23.468050,-46.675872,sao paulo,SP
668,04716,-23.636742,-46.709439,são paulo,SP
669,04674,-23.664697,-46.689769,são paulo,SP
670,04304,-23.627362,-46.633464,sao paulo,SP
673,02420,-23.475751,-46.631688,são paulo,SP
675,01243,-23.547085,-46.659781,sao paulo,SP
676,04866,-23.789072,-46.722174,sao paulo,SP
677,03366,-23.563666,-46.535601,sao paulo,SP
678,02018,-23.498242,-46.627415,sao paulo,SP
679,01001,-23.550642,-46.634410,sao paulo,SP
680,04830,-23.729180,-46.700390,são paulo,SP
681,01234,-23.537330,-46.663508,sao paulo,SP
682,02319,-23.450597,-46.595492,sao paulo,SP
683,04777,-23.696027,-46.700119,sao paulo,SP
684,02344,-23.469008,-46.612217,sao paulo,SP
685,04459,-23.693684,-46.669531,sao paulo,SP
686,04012,-23.584448,-46.646753,sao paulo,SP
687,02941,-23.479831,-46.723017,sao paulo,SP
689,04864,-23.770323,-46.723723,sao paulo,SP
690,03624,-23.516365,-46.515154,sao paulo,SP
691,02612,-23.472183,-46.664744,sao paulo,SP
692,03425,-23.558737,-46.540182,sao paulo,SP
694,04673,-23.663587,-46.695093,sao paulo,SP
695,04563,-23.608677,-46.687514,sao paulo,SP
696,03187,-23.562887,-46.578247,sao paulo,SP
697,04006,-23.578826,-46.649332,sao paulo,SP
698,02874,-23.459159,-46.676818,sao paulo,SP
699,04865,-23.780879,-46.711161,sao paulo,SP
701,04256,-23.629495,-46.593275,sao paulo,SP
702,04257,-23.633130,-46.586828,sao paulo,SP
703,02269,-23.470678,-46.596306,sao paulo,SP
704,04858,-23.774145,-46.716098,sao paulo,SP
706,03729,-23.497669,-46.507431,são paulo,SP
707,02375,-23.455977,-46.624492,sao paulo,SP
708,03525,-23.549601,-46.510504,sao paulo,SP
709,01451,-23.583541,-46.682948,sao paulo,SP
710,03530,-23.537505,-46.518912,são paulo,SP
711,03802,-23.501399,-46.487801,sao paulo,SP
712,02186,-23.514199,-46.570234,sao paulo,SP
713,02464,-23.487683,-46.652410,sao paulo,SP
714,04015,-23.587512,-46.644893,sao paulo,SP
715,03647,-23.530390,-46.527571,sao paulo,SP
716,04431,-23.688666,-46.656295,sao paulo,SP
718,03444,-23.547329,-46.531357,sao paulo,SP
719,03462,-23.573832,-46.528577,são paulo,SP
720,02441,-23.469422,-46.641025,são paulo,SP
722,04859,-23.767435,-46.705577,sao paulo,SP
723,04152,-23.624505,-46.626924,sao paulo,SP
724,03583,-23.555608,-46.494447,sao paulo,SP
725,02562,-23.488778,-46.674762,sao paulo,SP
726,02413,-23.477153,-46.627015,são paulo,SP
727,04186,-23.651398,-46.598659,são paulo,SP
728,02878,-23.451330,-46.685054,sao paulo,SP
729,04852,-23.765508,-46.672124,são paulo,SP
730,04531,-23.582033,-46.679103,sao paulo,SP
732,01527,-23.563398,-46.628113,sao paulo,SP
733,01443,-23.567631,-46.682187,sao paulo,SP
734,03414,-23.561115,-46.547334,são paulo,SP
736,03407,-23.543391,-46.551770,sao paulo,SP
737,03557,-23.544268,-46.506342,sao paulo,SP
739,02226,-23.475875,-46.576553,sao paulo,SP
741,01008,-23.546357,-46.636176,sao paulo,SP
742,03979,-23.620635,-46.511201,sao paulo,SP
743,03821,-23.488093,-46.503606,são paulo,SP
744,04068,-23.621672,-46.650810,sao paulo,SP
747,02271,-23.469360,-46.591051,sao paulo,SP
751,04604,-23.631176,-46.688175,sao paulo,SP
752,03335,-23.554345,-46.566998,sao paulo,SP
753,04517,-23.611641,-46.677520,sao paulo,SP
754,04310,-23.630427,-46.640607,sao paulo,SP
755,04028,-23.603919,-46.662743,são paulo,SP
757,02318,-23.454905,-46.592706,sao paulo,SP
758,04931,-23.680865,-46.754902,são paulo,SP
760,03477,-23.571181,-46.511351,sao paulo,SP
761,03666,-23.531479,-46.497783,sao paulo,SP
763,04671,-23.660667,-46.692363,sao paulo,SP
764,04473,-23.699462,-46.649743,sao paulo,SP
765,04146,-23.615212,-46.624602,sao paulo,SP
767,01212,-23.537609,-46.640229,sao paulo,SP
768,01122,-23.530687,-46.640025,sao paulo,SP
769,04433,-23.682741,-46.657461,sao paulo,SP
771,03088,-23.528940,-46.562452,sao paulo,SP
772,02984,-23.442919,-46.719701,sao paulo,SP
773,04003,-23.570679,-46.650149,sao paulo,SP
774,03304,-23.543925,-46.578103,sao paulo,SP
776,03578,-23.558676,-46.507075,sao paulo,SP
777,03024,-23.534541,-46.603542,sao paulo,SP
780,04640,-23.638109,-46.678427,sao paulo,SP
781,03947,-23.591333,-46.493748,sao paulo,SP
782,02324,-23.444948,-46.586679,sao paulo,SP
783,01308,-23.556420,-46.652723,são paulo,SP
784,04601,-23.624508,-46.685008,sao paulo,SP
786,04319,-23.647185,-46.636243,sao paulo,SP
787,01042,-23.544874,-46.640303,são paulo,SP
788,03122,-23.568797,-46.593505,sao paulo,SP
789,04207,-23.583062,-46.601341,são paulo,SP
790,03671,-23.519919,-46.503691,sao paulo,SP
793,02460,-23.487428,-46.642508,sao paulo,SP
794,02401,-23.496171,-46.625930,são paulo,SP
795,03634,-23.525248,-46.548390,sao paulo,SP
796,04753,-23.657387,-46.713458,sao paulo,SP
799,04142,-23.613595,-46.623412,sao paulo,SP
800,03502,-23.536917,-46.543455,são paulo,SP
801,01027,-23.538301,-46.630764,sao paulo,SP
802,04029,-23.608347,-46.666511,sao paulo,SP
803,02229,-23.473622,-46.570573,sao paulo,SP
805,04652,-23.661668,-46.669055,sao paulo,SP
807,03819,-23.492187,-46.497657,sao paulo,SP
808,03622,-23.520858,-46.518507,sao paulo,SP
809,04041,-23.601381,-46.651676,sao paulo,SP
810,02279,-23.461550,-46.578457,sao paulo,SP
812,01251,-23.546279,-46.673378,sao paulo,SP
813,04906,-23.675550,-46.755265,são paulo,SP
814,03928,-23.609001,-46.503885,sao paulo,SP
815,01409,-23.568568,-46.665548,sao paulo,SP
816,04895,-23.418538,-46.753317,sao paulo,SP
817,02211,-23.497865,-46.594072,são paulo,SP
818,03112,-23.557602,-46.601261,sao paulo,SP
819,04136,-23.607188,-46.625510,sao paulo,SP
820,01438,-23.570943,-46.673562,são paulo,SP
821,03518,-23.544500,-46.523986,sao paulo,SP
823,03542,-23.530410,-46.516304,são paulo,SP
824,04017,-23.589094,-46.637518,sao paulo,SP
825,02561,-23.492821,-46.675963,sao paulo,SP
826,04905,-23.675550,-46.755265,sao paulo,SP
827,03280,-23.584568,-46.538734,sao paulo,SP
828,03665,-23.527364,-46.497719,sao paulo,SP
829,02232,-23.476190,-46.561091,sao paulo,SP
831,03507,-23.537804,-46.542579,sao paulo,SP
832,02479,-23.474180,-46.653232,sao paulo,SP
833,04742,-23.649460,-46.702627,sao paulo,SP
834,03020,-23.530106,-46.603012,sao paulo,SP
836,01501,-23.552699,-46.635484,sao paulo,SP
837,04651,-23.656951,-46.670043,sao paulo,SP
839,03562,-23.545875,-46.497404,sao paulo,SP
840,04650,-23.660238,-46.678789,são paulo,SP
841,01220,-23.542758,-46.645474,sao paulo,SP
842,01435,-23.579683,-46.670285,são paulo,SP
845,03104,-23.553533,-46.622560,são paulo,SP
846,03215,-23.608933,-46.556609,sao paulo,SP
847,02258,-23.474506,-46.581058,sao paulo,SP
852,03591,-23.550110,-46.480760,sao paulo,SP
853,04139,-23.606316,-46.635673,sao paulo,SP
855,04676,-23.671441,-46.686341,sao paulo,SP
856,04323,-23.654316,-46.638377,são paulo,SP
857,03904,-23.579319,-46.516820,sao paulo,SP
858,02040,-23.491826,-46.619707,sao paulo,SP
860,04812,-23.708992,-46.688865,sao paulo,SP
862,01411,-23.567945,-46.665471,sao paulo,SP
863,04446,-23.688020,-46.685340,sao paulo,SP
864,03660,-23.524570,-46.506240,sao paulo,SP
866,04514,-23.599555,-46.671232,sao paulo,SP
867,02451,-23.499068,-46.643070,sao paulo,SP
868,03670,-23.516351,-46.505859,são paulo,SP
869,02950,-23.482228,-46.720209,sao paulo,SP
870,02317,-23.457357,-46.595195,sao paulo,SP
871,03989,-23.611248,-46.482869,são paulo,SP
872,04365,-23.675678,-46.642114,são paulo,SP
873,04324,-23.658905,-46.637594,sao paulo,SP
874,04116,-23.591881,-46.622853,são paulo,SP
875,01124,-23.529603,-46.634131,sao paulo,SP
877,03983,-23.608020,-46.507637,sao paulo,SP
878,03378,-23.572352,-46.537653,são paulo,SP
879,02434,-23.483299,-46.637538,sao paulo,SP
881,04710,-23.626011,-46.694450,sao paulo,SP
883,04636,-23.634500,-46.679273,sao paulo,SP
884,04075,-23.601419,-46.658996,sao paulo,SP
885,04211,-23.597021,-46.606712,são paulo,SP
886,02443,-23.473387,-46.647491,sao paulo,SP
890,04403,-23.672960,-46.663049,sao paulo,SP
892,02012,-23.513233,-46.627296,sao paulo,SP
893,02919,-23.490862,-46.717412,sao paulo,SP
895,04088,-23.606580,-46.661931,sao paulo,SP
898,02651,-23.460030,-46.658842,sao paulo,SP
899,04755,-23.646667,-46.714393,sao paulo,SP
902,02188,-23.510926,-46.566208,sao paulo,SP
903,04156,-23.631304,-46.621593,sao paulo,SP
904,03813,-23.488166,-46.475956,sao paulo,SP
905,03433,-23.557464,-46.534393,são paulo,SP
906,04933,-23.683151,-46.763479,sao paulo,SP
907,03721,-23.505035,-46.523193,sao paulo,SP
908,03978,-23.618757,-46.502580,são paulo,SP
910,02144,-23.505075,-46.570836,sao paulo,SP
911,02336,-23.479283,-46.619872,sao paulo,SP
912,03086,-23.529689,-46.566080,são paulo,SP
913,04290,-23.616732,-46.616826,sao paulo,SP
915,04216,-23.591766,-46.598123,sao paulo,SP
917,02848,-23.462888,-46.691627,são paulo,SP
918,03971,-23.615021,-46.479342,sao paulo,SP
920,02274,-23.467963,-46.589837,sao paulo,SP
921,03662,-23.522568,-46.501226,sao paulo,SP
922,01542,-23.569920,-46.625821,sao paulo,SP
924,04663,-23.652751,-46.685951,sao paulo,SP
925,04571,-23.609848,-46.694383,sao paulo,SP
929,04608,-23.627816,-46.671690,sao paulo,SP
931,01427,-23.574022,-46.660639,sao paulo,SP
932,04343,-23.635631,-46.646700,sao paulo,SP
933,01233,-23.536586,-46.662204,sao paulo,SP
934,04877,-23.877480,-46.643038,sao paulo,SP
936,02281,-23.447043,-46.568062,sao paulo,SP
939,03256,-23.610180,-46.529874,sao paulo,SP
940,02220,-23.491246,-46.575132,sao paulo,SP
942,01320,-23.557338,-46.638777,são paulo,SP
945,04206,-23.589378,-46.603991,são paulo,SP
946,03111,-23.564266,-46.602777,sao paulo,SP
947,01414,-23.561546,-46.665442,são paulo,SP
948,02812,-23.462263,-46.714200,sao paulo,SP
951,01407,-23.575393,-46.668875,sao paulo,SP
952,04831,-23.735180,-46.712842,sao paulo,SP
953,03614,-23.515911,-46.533859,sao paulo,SP
954,03690,-23.527751,-46.476151,sao paulo,SP
955,02374,-23.453288,-46.621534,sao paulo,SP
956,01239,-23.544729,-46.655437,são paulo,SP
957,01153,-23.528687,-46.653464,sao paulo,SP
958,02126,-23.508526,-46.589434,sao paulo,SP
959,03090,-23.528849,-46.555519,sao paulo,SP
960,04173,-23.636359,-46.609854,são paulo,SP
961,03644,-23.524845,-46.533352,sao paulo,SP
962,04251,-23.624973,-46.597650,sao paulo,SP
963,02421,-23.473928,-46.635364,sao paulo,SP
965,04642,-23.642793,-46.687909,sao paulo,SP
966,02936,-23.486198,-46.715374,sao paulo,SP
967,04950,-23.727221,-46.766563,sao paulo,SP
968,03471,-23.563590,-46.515620,são paulo,SP
969,02965,-23.481580,-46.706618,sao paulo,SP
970,03551,-23.534989,-46.502343,sao paulo,SP
971,01228,-23.538444,-46.654753,sao paulo,SP
69763,29900,-19.391744,-40.071165,linhares,ES
973,04083,-23.613415,-46.661449,são paulo,SP
974,02045,-23.496276,-46.616334,são paulo,SP
975,03127,-23.573560,-46.584752,são paulo,SP
976,04430,-23.689634,-46.646673,são paulo,SP
